compound1,compound2,hydrogen_donor,hydrogen_acceptor,Drug1,molecular_weight (in g/mol) / DA
Opsumit,Macitentan Oral,4,7,Macitentan,588.65
Antivert,Meclizine Oral,0,1,Meclizine,429.94
Depo-Provera,Provera,1,6,Medroxyprogesterone,386.47
Mobic,Meloxicam Oral,1,4,Meloxicam,354.4
Namenda,Memantine Oral,2,3,Memantine,179.23
Demerol,Meperidine Injection,0,5,Meperidine,247.35
Asacol,Lialda,2,7,Mesalamine,153.13
Glucophage,Glucophage XR,0,5,Metformin,309.45
Dolophine,Methadose,1,6,Methadone,114.17
Tapazole,Methimazole Oral,1,4,Methimazole,454.44
Rheumatrex,Trexall,1,4,Methotrexate,374.48
Medrol,Depo-Medrol,1,4,Methylprednisolone,168.5
Reglan,Metoclopramide Oral,1,5,Metoclopramide,267.37
Lopressor,Toprol XL,2,3,Metoprolol,344.41
Flagyl,Metrogel,1,5,Metronidazole,457.48
Minocin,Solodyn,4,6,Minocycline,264.4
Remeron,Mirtazapine Oral,2,5,Mirtazapine,368.5
Cytotec,Misoprostol Oral,1,4,Misoprostol,444.43
Novantrone,Mitoxantrone Injection,0,5,Mitoxantrone,342.4
Provigil,Modafinil Oral,0,6,Modafinil,517.47
Singulair,Montelukast Oral,1,7,Montelukast,273.35
MS Contin,Kadian,2,5,Morphine,770.88
Avelox,Moxifloxacin Oral,0,4,Moxifloxacin,260.3
CellCept,Mycophenolate Mofetil,2,5,Mycophenolate,367.37
Relafen,Nabumetone Oral,0,6,Nabumetone,228.28
Corgard,Nadolol Oral,0,4,Nadolol,230.31
Aleve,Naprosyn,1,5,Naproxen,185.22
Bystolic,Nebivolol Oral,1,4,Nebivolol,606.84
Viracept,Nelfinavir Oral,1,5,Nelfinavir,614.64
Neo-Fradin,Neomycin Oral,4,4,Neomycin,308.75
Viramune,Nevirapine Oral,4,5,Nevirapine,346.27
Adalat,Procardia,0,4,Nifedipine,302.27
Macrobid,Nitrofurantoin Oral,3,5,Nitrofurantoin,255.23
Nitrostat,Nitroglycerin Oral,2,4,Nitroglycerin,238.31
Noroxin,Norfloxacin Oral,0,5,Norfloxacin,303.4
Pamelor,Nortriptyline Oral,1,4,Nortriptyline,215.24
Mycostatin,Nystatin Oral,3,5,Nystatin,923.05
Floxin,Ofloxacin Oral,2,2,Ofloxacin,281.35
Zyprexa,Olanzapine Oral,1,4,Olanzapine,383.36
Benicar,Olmesartan Oral,1,5,Olmesartan,329.82
Prilosec,Omeprazole Oral,0,4,Omeprazole,410.37
Zofran,Ondansetron Oral,1,3,Ondansetron,312.4
Tamiflu,Oseltamivir Oral,2,5,Oseltamivir,285.33
Bactocill,Oxacillin Oral,2,3,Oxacillin,403.45
Ditropan XL,Oxybutynin Oral,2,5,Oxybutynin,372.41
OxyContin,Roxicodone,3,3,Oxycodone,511.56
Opana,Oxymorphone Oral,4,4,Oxymorphone,336.43
Taxol,Paclitaxel Injection,0,3,Paclitaxel,232.27
Invega,Paliperidone Oral,1,4,Paliperidone,502.07
Protonix,Pantoprazole Oral,1,4,Pantoprazole,492.55
Paxil,Paroxetine Oral,2,7,Paroxetine,218.27
Pegasys,Peginterferon Alfa,0,4,Peginterferon,183.18
Penicillin V,Penicillin Oral,2,12,Penicillin,100.12
Trental,Pentoxifylline Oral,0,3,Pentoxifylline,250.33
Coversyl,Perindopril Oral,1,10,Perindopril,197.22
Nix,Permethrin Cream,1,7,Permethrin,356.43
Luminal,Phenobarbital Oral,1,2,Phenobarbital,331.35
Dilantin,Phenytoin Oral,1,2,Phenytoin,274.36
Actos,Pioglitazone Oral,1,1,Pioglitazone,298.4
Feldene,Piroxicam Oral,2,9,Piroxicam,586.59
Selexid,Pivmecillinam Oral,1,5,Pivmecillinam,258.31
Pravachol,Pravastatin Oral,4,3,Pravastatin,228.28
Orapred,Prednisolone Oral,2,6,Prednisolone,159.23
Deltasone,Prednisone Oral,1,5,Prednisone,339.44
Lyrica,Pregabalin Oral,0,6,Pregabalin,228.3
Mysoline,Primidone Oral,0,5,Primidone,314.44
Benemid,Probenecid Oral,1,7,Probenecid,244.3
Compazine,Prochlorperazine Oral,2,6,Prochlorperazine,252.3
Prometrium,Progesterone Oral,0,5,Progesterone,474.58
Phenergan,Promethazine Oral,2,7,Promethazine,84.4
Rythmol,Propafenone Hydrochloride,0,8,Propafenone,341.43
Inderal,Propranolol Hydrochloride,0,5,Propranolol,259.34
Sudafed,Pseudoephedrine HCl,1,4,Pseudoephedrine,165.24
PZA,Pyrazinamide Oral,1,3,Pyrazinamide,123.11
Mestinon,Pyridostigmine Bromide,1,6,Pyridostigmine,181.21
Seroquel,Quetiapine Fumarate,4,3,Quetiapine,383.49
Accupril,Quinapril Hydrochloride,4,7,Quinapril,438.53
Qualaquin,Quinine Sulfate,0,2,Quinine,324.43
Isentress,Raltegravir Oral,3,5,Raltegravir,444.34
Altace,Ramipril Oral,2,6,Ramipril,416.51
Zantac,Ranitidine Hydrochloride,0,4,Ranitidine,314.41
Azilect,Rasagiline Mesylate,1,5,Rasagiline,171.24
Mycobutin,Rifabutin Capsules,3,6,Rifabutin,847.03
Rifadin,Rifampin Oral,2,1,Rifampin,822.94
Rilutek,Riluzole Oral,1,4,Riluzole,234.27
Actonel,Risedronate Sodium,1,5,Risedronate,283.1
Risperdal,Risperidone Oral,0,3,Risperidone,410.49
Norvir,Ritonavir Oral,1,4,Ritonavir,720.94
Exelon,Rivastigmine Oral,2,5,Rivastigmine,250.34
Maxalt,Rizatriptan Oral,2,5,Rizatriptan,269.37
Daliresp,Roflumilast Oral,2,2,Roflumilast,403.37
Requip,Ropinirole Oral,3,4,Ropinirole,260.37
Avandia,Rosiglitazone Oral,4,5,Rosiglitazone,357.43
Crestor,Rosuvastatin Calcium,0,6,Rosuvastatin,481.54
Neupro,Rotigotine Transdermal Patch,1,1,Rotigotine,315.47
Rulid,Roxithromycin Oral,1,3,Roxithromycin,837.05
Serevent,Salmeterol Xinafoate,2,4,Salmeterol,415.56
Onglyza,Saxagliptin Oral,0,5,Saxagliptin,315.37
Cosentyx,Secukinumab Injection,2,4,Secukinumab,149.21
Eldepryl,Selegiline Hydrochloride,0,4,Selegiline,187.24
Viagra,Sildenafil Citrate,1,5,Sildenafil,474.58
Zocor,Simvastatin Oral,1,4,Simvastatin,418.57
Januvia,Sitagliptin Oral,1,4,Sitagliptin,407.32
Baking soda,Sodium Bicarbonate Oral,1,4,Sodium bicarbonate,84.01
Saline,Sodium Chloride Injection,1,4,Sodium chloride,58.44
Citras,Sodium Citrate Oral,2,5,Sodium citrate,258.06
Monobasic Sodium Phosphate,Sodium Phosphate Injection,1,7,Sodium phosphate,119.98
Vesicare,Solifenacin Succinate,4,1,Solifenacin,480.56
Betapace,Sotalol Oral,2,6,Sotalol,272.33
Aldactone,Spironolactone Oral,1,4,Spironolactone,416.58
Zerit,Stavudine Oral,0,3,Stavudine,224.23
Streptomycin Sulfate,Streptomycin Injection,0,5,Streptomycin,581.57
Carafate,Sucralfate Oral,1,7,Sucralfate,398.39
Azulfidine,Sulfasalazine Oral,2,5,Sulfasalazine,253.28
Bactrim,Sulfamethoxazole Oral,0,6,Sulfamethoxazole,250.29
Sulfadiazine,Sulfadiazine Oral,2,4,Sulfadiazine,267.32
Gantrisin,Sulfisoxazole Oral,0,4,Sulfisoxazole,295.4
Imitrex,Sumatriptan Oral,0,4,Sumatriptan,804.02
Prograf,Tacrolimus Oral,1,5,Tacrolimus,389.41
Cialis,Tadalafil Oral,1,3,Tadalafil,372.39
Nolvadex,Tamoxifen Citrate,1,5,Tamoxifen,563.64
Flomax,Tamsulosin Hydrochloride,4,6,Tamsulosin,408.47
Tazocin,Tazobactam Injection,4,5,Tazobactam,300.41
Micardis,Telmisartan Oral,0,4,Telmisartan,300.36
Restoril,Temazepam Oral,3,5,Temazepam,286.4
Viread,Tenofovir Disoproxil Fumarate,2,6,Tenofovir,438.54
Lamisil,Terbinafine Oral,0,7,Terbinafine,402.45
Brethine,Terbutaline Sulfate,1,5,Terbutaline,222.31
Forteo,Teriparatide Injection,3,4,Teriparatide,411.49
Sumycin,Tetracycline Oral,2,5,Tetracycline,261.36
Thalomid,Thalidomide Oral,1,6,Thalidomide,298.34
Theo-Dur,Theophylline Oral,1,4,Theophylline,240.23
Tabloid,Thioguanine Oral,0,5,Thioguanine,272.29
Thiotepa Injection,Thiotepa Capsules,1,4,Thiotepa,358.36
Pentothal,Thiopental Sodium,2,5,Thiopental,250.3
Gabitril,Tiagabine Oral,2,4,Tiagabine,444.39
Brilinta,Ticagrelor Oral,2,5,Ticagrelor,327.29
Ticarcillin Disodium,Ticarcillin Injection,3,4,Ticarcillin,190.28
Tygacil,Tigecycline Injection,4,5,Tigecycline,284.31
Timoptic,Timolol Ophthalmic Solution,0,4,Timolol,220.28
Spiriva,Tiotropium Bromide,1,5,Tiotropium,242.25
Zanaflex,Tizanidine Hydrochloride,1,4,Tizanidine,535.67
Nebcin,Tobramycin Injection,2,5,Tobramycin,352.47
Detrol,Tolterodine Extended Release,0,2,Tolterodine,291.33
Topamax,Topiramate Extended Release,2,4,Topiramate,387.36
Ultram,Tramadol Hydrochloride,0,5,Tramadol,316.27
Cyklokapron,Tranexamic Acid Oral,1,4,Tranexamic acid,253.31
Parnate,Tranylcypromine Sulfate,1,3,Tranylcypromine,370.49
Desyrel,Trazodone Hydrochloride,1,5,Trazodone,259.24
Kenalog,Triamcinolone Acetonide,1,3,Triamcinolone,522.58
Dyrenium,Triamterene Hydrochloride,1,5,Triamterene,501.96
Viroptic,Trifluridine Ophthalmic Solution,2,3,Trifluridine,116.12
TMP,Trimethoprim-Sulfamethoxazole,1,4,Trimethoprim,296.41
Surmontil,Trimipramine Oral,4,3,Trimipramine,387.54
Sanctura,Trospium Chloride,2,4,Trospium,168.19
Valtrex,Valacyclovir Oral,1,4,Valacyclovir,278.39
Valcyte,Valganciclovir Oral,0,7,Valganciclovir,253.31
Depakene,Valproic Acid Oral,0,4,Valproic acid,408.5
Vancocin,Vancomycin Injection,1,12,Vancomycin,105.09
Levitra,Vardenafil Oral,2,3,Vardenafil,290.39
Chantix,Varenicline Oral,0,10,Varenicline,106.12
Zelboraf,Vemurafenib Oral,2,7,Vemurafenib,146.19
Calan,Verapamil SR,0,2,Verapamil,524.56
Viibryd,Vilazodone Oral,0,2,Vilazodone,391.4
Velban,Vinblastine Sulfate,1,1,Vinblastine,228.3
Oncovin,Vincristine Sulfate,1,9,Vincristine,313.87
Navelbine,Vinorelbine Injection,1,5,Vinorelbine,225.32
Vfend,Voriconazole Oral,4,3,Voriconazole,447.5
Coumadin,Warfarin Sodium,4,6,Warfarin,1449.25
Sonata,Zaleplon Oral,0,5,Zaleplon,118.09
Ambien,Zolpidem Tartrate,3,6,Zolpidem,301.39
Zonegran,Zonisamide Oral,2,5,Zonisamide,244.23
Imovane,Zopiclone Oral,0,7,Zopiclone,212.2
Zytiga,Abiraterone Acetate,1,6,Abiraterone,306.8
Campral,Acamprosate Calcium,3,5,Acamprosate,336.4
Zovirax,Acyclovir Sodium,2,7,Acyclovir,226.2
Humira,Adalimumab Injection,1,8,Adalimumab,225.2
Fosamax,Alendronate Sodium,1,5,Alendronate,"1,48,000"
Tekturna,Aliskiren Oral,0,4,Aliskiren,291.1
Xanax,Alprazolam Extended Release,1,3,Alprazolam,295.4
Symmetrel,Amantadine Oral,2,6,Amantadine,308.2
Cordarone,Amiodarone Oral,2,3,Amiodarone,125.2
Elavil,Amitriptyline Hydrochloride,2,7,Amitriptyline,645
Norvasc,Amlodipine Besylate,3,2,Amlodipine,277.4
Amoxil,Amoxicillin Trihydrate,4,5,Amoxicillin,408.9
Omnipen,Ampicillin Oral,0,6,Ampicillin,365.4
Arimidex,Anastrozole Oral,1,4,Anastrozole,371.4
Eliquis,Apixaban Oral,1,5,Apixaban,297.3
Abilify,Aripiprazole Oral,2,6,Aripiprazole,459.4
Tenormin,Atenolol Oral,0,1,Atenolol,448.4
Strattera,Atomoxetine Hydrochloride,2,4,Atomoxetine,266.3
Lipitor,Atorvastatin Calcium,0,5,Atorvastatin,291.4
Imuran,Azathioprine Oral,1,3,Azathioprine,558.6
Zithromax,Azithromycin Oral,1,4,Azithromycin,277.2
Lioresal,Baclofen Oral,1,5,Baclofen,749
Qvar,Beclomethasone Dipropionate,1,5,Beclomethasone,213.1
Lotensin,Benazepril Hydrochloride,1,2,Benazepril,521
Treanda,Bendamustine Injection,2,4,Bendamustine,336.4
Casodex,Bicalutamide Oral,1,5,Bicalutamide,314.1
Zebeta,Bisoprolol Fumarate,4,6,Bisoprolol,433.5
Parlodel,Bromocriptine Mesylate,2,1,Bromocriptine,325.4
Pulmicort,Budesonide Oral,1,3,Budesonide,414.3
Bumex,Bumetanide Oral,0,4,Bumetanide,430.5
Wellbutrin,Bupropion Hydrochloride,0,5,Bupropion,366.4
Buspar,Buspirone Oral,1,4,Buspirone,239.7
Myleran,Busulfan Injection,2,4,Busulfan,372.5
Miacalcin,Calcitonin Injection,0,5,Calcitonin,222.1
Rocaltrol,Calcitriol Oral,2,4,Calcitriol,"3,500"
Atacand,Candesartan Cilexetil,0,4,Candesartan,416.7
Xeloda,Capecitabine Oral,0,4,Capecitabine,420.5
Capoten,Captopril Oral,1,4,Captopril,359.3
Tegretol,Carbamazepine Extended Release,1,5,Carbamazepine,217.3
Coreg,Carvedilol Extended Release,1,7,Carvedilol,236.2
Ceclor,Cefaclor Oral,4,1,Cefaclor,406.5
Duricef,Cefadroxil Oral,4,6,Cefadroxil,359.2
Ancef,Cefazolin Injection,0,4,Cefazolin,357.4
Omnicef,Cefdinir Oral,3,3,Cefdinir,454.4
Maxipime,Cefepime Injection,2,5,Cefepime,365.4
Suprax,Cefixime Oral,0,7,Cefixime,507.5
Claforan,Cefotaxime Injection,1,5,Cefotaxime,453.4
Cefotan,Cefotetan Injection,3,6,Cefotetan,453.4
Cefotan,Cefoxitin Injection,2,4,Cefoxitin,460.5
Fortaz,Ceftazidime Injection,1,4,Ceftazidime,374.3
Rocephin,Ceftriaxone Injection,1,4,Ceftriaxone,636.6
Ceftin,Cefuroxime Oral,0,5,Cefuroxime,661.6
Celebrex,Celecoxib Oral,1,3,Celecoxib,414.4
Keflex,Cephalexin Oral,2,5,Cephalexin,822.9
Aralen,Chloroquine Phosphate,2,6,Chloroquine,320.8
Thorazine,Chlorpromazine Oral,2,5,Chlorpromazine,318.9
Tagamet,Cimetidine Oral,3,4,Cimetidine,252.3
Cipro,Ciprofloxacin Oral,4,5,Ciprofloxacin,331.3
Celexa,Citalopram Oral,0,6,Citalopram,314.8
Biaxin,Clarithromycin Oral,1,7,Clarithromycin,748
Cleocin,Clindamycin Oral,1,5,Clindamycin,424.9
Temovate,Clobetasol Propionate,2,4,Clobetasol,521
Clomid,Clomiphene Citrate,0,5,Clomiphene,405.5
Klonopin,Clonazepam Oral,2,6,Clonazepam,315.2
Catapres,Clonidine Hydrochloride,0,4,Clonidine,230.7
Plavix,Clopidogrel Bisulfate,1,5,Clopidogrel,321.8
Lotrimin,Clotrimazole Cream,1,4,Clotrimazole,344.2
Clozaril,Clozapine Oral,1,5,Clozapine,326.8
Colcrys,Colchicine Oral,1,4,Colchicine,399.4
Welchol,Colesevelam Hydrochloride,1,5,Colesevelam,1500
Premarin,Conjugated Estrogens Oral,2,4,Colchicine,2000
Flexeril,Cyclobenzaprine Oral,1,5,Conjugated estrogens,276.8
Neoral,Cyclosporine Oral,4,4,Cyclobenzaprine,"1,203.60"
Pradaxa,Dabigatran Oral,2,5,Cyclosporine,627.6
Avlosulfon,Dapsone Oral,1,4,Dabigatran,248.3
Enablex,Darifenacin Oral,0,5,Dapsone,320.2
Norpramin,Desipramine Oral,0,2,Darifenacin,270.4
Clarinex,Desloratadine Oral,1,4,Desipramine,310.8
Dexilant,Dexlansoprazole Extended Release,2,5,Desloratadine,369.3
Focalin,Dexmethylphenidate Extended Release,0,4,Dexlansoprazole,268.2
Dexedrine,Dextroamphetamine Sulfate,2,3,Dexmethylphenidate,271.4
Delsym,Dextromethorphan HBr,0,5,Dextroamphetamine,284.7
Valium,Diazepam Oral,0,3,Dextromethorphan,296.1
Voltaren,Diclofenac Sodium,1,5,Diazepam,288.4
Bentyl,Dicyclomine Hydrochloride,1,3,Diclofenac,780.4
Lanoxin,Digoxin Oral,1,4,Dicyclomine,414.9
Cardizem,Diltiazem Extended Release,4,3,Digoxin,255.4
Benadryl,Diphenhydramine HCl,4,4,Diltiazem,206.3
Depakote,Divalproex Sodium,0,4,Diphenhydramine,219.3
Dobutrex,Dobutamine Injection,3,7,Divalproex,153.2
Intropin,Dopamine Injection,2,4,Dobutamine,412.4
Cardura,Doxazosin Extended Release,0,12,Dopamine,309.4
Silenor,Doxepin Oral,1,3,Doxazosin,444.4
Vibramycin,Doxycycline Hyclate,3,10,Doxepin,297.3
Cymbalta,Duloxetine Oral,2,7,Doxycycline,315.3
Sustiva,Efavirenz Oral,1,2,Duloxetine,359.2
Vasotec,Enalapril Maleate,1,2,Efavirenz,357.4
Enalaprilat (active metabolite),Ethyl ester (prodrug form),0,1,Enalapril,454.4
Low Molecular Weight Heparin (LMWH),Ethyl ester (prodrug form),1,9,Enoxaparin,365.4
Recombinant Human Erythropoietin,Sialic Acid (glycosylation modifications),2,5,Epoetin alfa,507.5
Desosamine (sugar moiety),Cladinose (sugar moiety),2,3,Erythromycin,453.4
(S)-Citalopram (enantiomer),Cyclohexane Ring,2,6,Escitalopram,453.4
(S)-Omeprazole (enantiomer),Sulfoxide Group,3,5,Esomeprazole,460.5
Phenolic A-ring,Cyclohexane Ring,4,6,Estradiol,374.3
Estrone (estrogenic steroid),Equilin (estrogenic steroid),0,5,"Estrogens, conjugated",636.6
Cyclopropyl (part of the structure),Chloride Group (part of the structure),1,7,Eszopiclone,661.6
Ethylene Diamine (amine group),Butanol (hydroxyl group),1,6,Ethambutol,414.4
Ethinyl Group (acetylene group),Estradiol (estrogenic steroid),2,5,Ethinyl estradiol,822.9
Pyrrole (part of the structure),Carboxylic Acid (part of the structure),0,7,Etodolac,320.8
Triazole Ring (part of the structure),Diphenyl Group (part of the structure),2,8,Etravirine,318.9
Phenyl Ring,Azetidinone Ring,0,5,Ezetimibe,252.3
Furan Ring,Thiazole Ring,1,4,Famotidine,331.3
Dihydropyridine Ring,Ester Group,1,3,Felodipine,314.8
Phenyl Group,Isobutyric Acid,1,6,Fenofibrate,748
N-Phenethyl Group,Anilide Group,1,3,Fentanyl,424.9
Iron (Fe),Sulfate (SO4),1,7,Ferrous sulfate,521
Diphenyl Ether,Carboxyl Group,2,2,Fexofenadine,405.5
Triazole Ring,Fluorophenyl Group,1,5,Fluconazole,315.2
Pyrimidine Ring,Fluorine Atom,4,6,Flucytosine,230.7
Phenyl Ring,Trifluoromethyl Group,2,4,Fluoxetine,321.8
Corticosteroid Backbone,Fluorinated Side Chains,1,5,Fluticasone,344.2
Sulfonamide Group,Furoic Acid,0,6,Furosemide,326.8
Cyclohexane Ring,Amino Acid,0,1,Gabapentin,399.4
Phenoxyisobutyric Acid,Aromatic Ring,1,4,Gemfibrozil,1500
Aminoglycoside Structure,Sugar Moieties,2,5,Gentamicin,2000
Sulfonylurea Group,Piperidine Ring,0,3,Glimepiride,276.8
Sulfonylurea Group,Piperazine Ring,2,4,Glipizide,"1,203.60"
Sulfonylurea Group,Pyrimidine Ring,0,5,Glyburide,627.6
Benzofurans,Cyclic Dipeptide,0,5,Griseofulvin,248.3
Piperidine Ring,Butyrophenone Group,1,2,Haloperidol,320.2
4o mini,Thiazide Ring,1,4,Hydrochlorothiazide,270.4
Quinoline Ring,Hydroxyl Group,1,5,Hydroxychloroquine,310.8
Urea Group,Hydroxyl Group,4,6,Hydroxyurea,369.3
Pyrimidine Ring,Aniline Group,4,1,Imatinib,268.2
Beta-Lactam Ring,Thiazolidine Ring,0,3,Imipenem,271.4
Indole Ring,Acetic Acid Group,3,4,Indomethacin,284.7
Monoclonal Antibody,TNF-alpha Binding Region,2,5,Infliximab,296.1
Tropane Ring,Quaternary Ammonium Group,0,4,Ipratropium,288.4
Pyridine Ring,Hydrazide Group,3,4,Isoniazid,780.4
Nitrate Ester,Isosorbide Group,2,5,Isosorbide dinitrate,414.9
Retinoid Structure,Isopropyl Group,0,4,Isotretinoin,255.4
Triazole Ring,Cyclohexane Ring,1,4,Itraconazole,206.3
Imidazole Ring,Ketone Group,3,4,Ketoconazole,219.3
Pyrrole Ring,Carboxylic Acid,2,4,Ketorolac,153.2
Cytosine Analogue,Hydroxymethyl Group,1,5,Lamivudine,412.4
Phenyltriazine Ring,Amino Group,1,7,Lamotrigine,309.4
Benzimidazole Ring,Pyridine Ring,0,1,Lansoprazole,444.4
Prostaglandin Analog,Phenyl Group,1,6,Latanoprost,297.3
Luteinizing Hormone Analogue,Peptide Structure,2,4,Leuprolide,315.3
Phenyl Ethylamine,Hydroxybutyl Group,2,3,Levalbuterol,359.2
Pyrrolidone Ring,Ethyl Group,2,5,Levetiracetam,357.4
Fluoroquinolone Structure,Carboxyl Group,3,7,Levofloxacin,454.4
Thyroxine Structure,Iodine Atom,4,5,Levothyroxine,365.4
Anilide Group,Ethyl Group,0,6,Lidocaine,507.5
Oxazolidinone Ring,Phenyl Group,1,4,Linezolid,453.4
Dipeptide Structure,Carboxyl Group,1,4,Lisinopril,453.4
Lithium Ion,Carboxyl Group,2,4,Lithium,460.5
Piperidine Ring,Chlorinated Aromatic Ring,0,5,Loratadine,374.3
Benzodiazepine Ring,Chlorinated Phenyl Ring,2,3,Lorazepam,636.6
Tetrazole Ring,Biphenyl Group,0,5,Losartan,661.6
Hydroxyacid,Octahydroindole Ring,1,6,Lovastatin,414.4
Endothelin Receptor Antagonist,Pyrimidine Ring,1,5,Macitentan,822.9
Piperazine Ring,Phenyl Ring,1,4,Meclizine,320.8
Progesterone Derivative,Methyl Group,1,5,Medroxyprogesterone,318.9
Oxicam Ring,Methyl Group,1,6,Meloxicam,252.3
Aminoadamantane Ring,Cyclohexane Group,2,7,Memantine,331.3
Piperidine Ring,Anilide Group,1,5,Meperidine,314.8
Aminosalicylic Acid,Phenyl Group,4,4,Mesalamine,748
Biguanide Structure,Dimethyl Group,2,5,Metformin,424.9
Diphenylpropylamine,Methadone Group,1,6,Methadone,521
Imidazole Ring,Sulfur Atom,0,4,Methimazole,405.5
Folate Analog,Amino Group,0,5,Methotrexate,315.2
Corticosteroid Backbone,Methyl Group,1,4,Methylprednisolone,230.7
Benzamide Ring,Dimethylamino Group,2,5,Metoclopramide,321.8
Beta-Adrenergic Blocker,Ethanolamine Group,0,4,Metoprolol,344.2
Nitroimidazole Ring,Methoxy Group,2,5,Metronidazole,326.8
Tetracycline Ring,Dimethylamino Group,0,4,Minocycline,399.4
Tetracyclic Antidepressant,Phenyl Ring,0,5,Mirtazapine,1500
Prostaglandin Analog,Methyl Ester,1,4,Misoprostol,2000
Anthracenedione Ring,Dimethylamino Group,1,5,Mitoxantrone,276.8
Benzhydryl Group,Sulfinyl Group,1,4,Modafinil,"1,203.60"
Leukotriene Receptor Antagonist,Benzothiazole Ring,4,5,Montelukast,627.6
Phenanthrene Ring,Hydroxyl Group,4,2,Morphine,248.3
Fluoroquinolone Structure,Carboxyl Group,0,4,Moxifloxacin,320.2
Phenyl Group,Cyclic Compound,3,5,Mycophenolate,270.4
Ketone Group,Aromatic Ring,2,4,Nabumetone,310.8
Non-selective Beta-Blocker,Carboxyl Group,0,3,Nadolol,369.3
Napthylpropionic Acid,Carboxyl Group,3,5,Naproxen,268.2
Beta-Blocker,Phenyl Group,2,3,Nebivolol,271.4
Pyrimidine Ring,Phenyl Group,0,5,Nelfinavir,284.7
Aminoglycoside Structure,Sugar Moieties,1,0,Neomycin,296.1
Non-Nucleoside Reverse Transcriptase Inhibitor,Pyridine Ring,3,3,Nevirapine,288.4
Dihydropyridine Ring,Ester Group,2,2,Nifedipine,780.4
Furan Ring,Nitro Group,1,0,Nitrofurantoin,414.9
Nitrate Ester,Ethanolamine Group,1,1,Nitroglycerin,255.4
Fluoroquinolone Structure,Carboxyl Group,0,3,Norfloxacin,206.3
Tricyclic Antidepressant,Phenyl Group,1,2,Nortriptyline,219.3
Polypeptide Structure,Polyene Ring,2,1,Nystatin,153.2
Fluoroquinolone Structure,Piperazine Ring,2,1,Ofloxacin,412.4
Dibenzodiazepine Ring,Phenyl Ring,2,0,Olanzapine,309.4
Tetrazole Ring,Benzyl Group,3,1,Olmesartan,444.4
Benzimidazole Ring,Pyridine Ring,4,2,Omeprazole,297.3
Benzimidazole Ring,Pyrimidine Ring,0,2,Ondansetron,315.3
Carboxylic Acid,Ethers Group,1,2,Oseltamivir,359.2
Benzylpenicillin,Thiazolidine Ring,1,3,Oxacillin,357.4
Methylxanthine,Amide Group,2,4,Oxybutynin,454.4
Angiotensin II Receptor Antagonist,Biphenyl Group,0,0,Oxycodone,365.4
Imidazole Ring,Methoxyphenyl Group,2,1,Oxymorphone,507.5
Piperazine Ring,Piperidine Ring,0,1,Paliperidone,453.4
Phenylthiazole Ring,Morpholine Group,1,2,Pantoprazole,453.4
Phenylbutazone,Pyridine Ring,1,0,Paroxetine,460.5
Penicillin Ring,Beta-Lactam Ring,1,2,Peginterferon,374.3
Steroid Backbone,Carbonyl Group,1,0,Penicillin,636.6
Steroid Backbone,Carbonyl Group,1,1,Pentoxifylline,661.6
Pregnanes,Cyclohexane Ring,2,1,Perindopril,414.4
Phenylbutylamide,Benzene Ring,1,1,Permethrin,822.9
Benzodiazepine Ring,Phenyl Group,4,1,Phenobarbital,320.8
Cyclic Ether,Benzyl Group,2,1,Phenytoin,318.9
Alkylamine Group,Phenyl Ring,1,2,Pioglitazone,252.3
Phenyl Group,Piperidine Ring,0,1,Piroxicam,331.3
Beta-Lactam Ring,Phenyl Group,0,4,Pivmecillinam,314.8
Aromatic Ring,Piperidine Ring,1,2,Pravastatin,748
Triazole Ring,Cyclohexane Ring,2,1,Prednisolone,424.9
N-Phenylpiperazine,Phenyl Group,0,0,Prednisone,521
Piperidine Ring,Benzyl Group,2,0,Pregabalin,405.5
Piperidine Ring,Benzyl Group,0,1,Primidone,315.2
Benzylisoquinoline,Phenyl Ring,0,2,Probenecid,230.7
Fluoroquinolone Structure,Carboxyl Group,1,0,Prochlorperazine,321.8
Phenothiazine Ring,Benzyl Group,1,2,Progesterone,344.2
Piperazine Ring,Phenyl Ring,1,0,Promethazine,326.8
Alpha-Adrenergic Antagonist,Phenyl Group,4,0,Propafenone,399.4
Phenyl Group,Carboxyl Group,4,1,Propranolol,1500
Benzofuran Ring,Phenyl Group,0,1,Pseudoephedrine,2000
Benzoxazole Ring,Phenyl Group,3,1,Pyrazinamide,276.8
Imidazole Ring,Pyridine Ring,2,4,Pyridostigmine,"1,203.60"
Beta-Lactam Ring,Carboxyl Group,0,4,Quetiapine,627.6
Dibenzothiazepine Ring,Phenyl Ring,3,0,Quinapril,248.3
Angiotensin II Receptor Antagonist,Piperidine Ring,2,3,Quinine,320.2
Quinine Ring,Quinolone Group,0,2,Raltegravir,270.4
Integrase Inhibitor,Pyrimidine Ring,1,0,Ramipril,310.8
Angiotensin Converting Enzyme Inhibitor,Pyrrolidine Ring,3,3,Ranitidine,369.3
Imidazole Ring,Dimethylamino Group,2,2,Rasagiline,268.2
"1-Amino-2,3-dihydro-1H-indole",Phenyl Ring,1,0,Rifabutin,271.4
Rifamycin Ring,Phenyl Group,1,1,Rifampin,284.7
Rifamycin Ring,Amino Group,0,3,Riluzole,296.1
Oxadiazole Ring,Benzyl Group,1,2,Risedronate,288.4
Hydroxypyrrolidine Ring,Aniline Group,2,1,Risperidone,780.4
Beta-Adrenergic Agonist,Propyl Group,2,1,Ritonavir,414.9
